Disease,Gene,Number of Publications
Bipolar Disorder,PBRM1,4
Bipolar Disorder,PCDH11X,1
Bipolar Disorder,PCDH12,1
Bipolar Disorder,PCDH17,1
Bipolar Disorder,PCDHA1,1
Bipolar Disorder,PCLO,1
Bipolar Disorder,PCNT,4
Bipolar Disorder,PCYT1A,1
Bipolar Disorder,PDE10A,2
Bipolar Disorder,PDE4B,5
Bipolar Disorder,PDE4D,1
Bipolar Disorder,PDLIM5,9
Bipolar Disorder,PDPR,1
Bipolar Disorder,PDS5B,1
Bipolar Disorder,PDXK,1
Bipolar Disorder,PDYN,1
Bipolar Disorder,PENK,1
Bipolar Disorder,PER1,4
Bipolar Disorder,PER2,4
Bipolar Disorder,PER3,12
Bipolar Disorder,PER4,1
Bipolar Disorder,PGF,1
Bipolar Disorder,PI4K2B,1
Bipolar Disorder,PI4KA,1
Bipolar Disorder,PICK1,1
Bipolar Disorder,PIK3C2A,2
Bipolar Disorder,PIK3C3,3
Bipolar Disorder,PIK3CG,1
Bipolar Disorder,PIP4K2A,6
Bipolar Disorder,PITPNM2,1
Bipolar Disorder,PKIA,1
Bipolar Disorder,PKP4,1
Bipolar Disorder,PLAA,1
Bipolar Disorder,PLCB4,2
Bipolar Disorder,PLCD1,2
Bipolar Disorder,PLCD4,1
Bipolar Disorder,PLCE1,1
Bipolar Disorder,PLCG1,3
Bipolar Disorder,PLCG2,2
Bipolar Disorder,PLCXD3,1
Bipolar Disorder,PLD1,1
Bipolar Disorder,PLD2,1
Bipolar Disorder,PLEKHA5,1
Bipolar Disorder,Plxna3,1
Bipolar Disorder,PMCH,1
Bipolar Disorder,PNMT,1
Bipolar Disorder,POFUT2,1
Bipolar Disorder,POLG,1
Bipolar Disorder,POMC,3
Bipolar Disorder,PON1,4
Bipolar Disorder,POU3F2,1
Bipolar Disorder,PPARD,1
Bipolar Disorder,PPARG,1
Bipolar Disorder,PPARGC1A,2
Bipolar Disorder,PPP1R1B,4
Bipolar Disorder,PPP1R2,1
Bipolar Disorder,PPP1R2P5,1
Bipolar Disorder,PPP2R2C,3
Bipolar Disorder,PPP3CB,1
Bipolar Disorder,PPP3CC,2
Bipolar Disorder,PREB,1
Bipolar Disorder,PREP,1
Bipolar Disorder,PRICKLE2,1
Bipolar Disorder,PRKAR1A,1
Bipolar Disorder,PRKCA,1
Bipolar Disorder,PRKCZ,1
Bipolar Disorder,PRL,1
Bipolar Disorder,PRLR,1
Bipolar Disorder,PRNP,1
Bipolar Disorder,PROC,1
Bipolar Disorder,PRODH,3
Bipolar Disorder,PROKR2,1
Bipolar Disorder,PRR5,1
Bipolar Disorder,PRR5-ARHGAP8,1
Bipolar Disorder,PRSS35,1
Bipolar Disorder,PRTFDC1,1
Bipolar Disorder,PSMD9,1
Bipolar Disorder,PSRC1,1
Bipolar Disorder,PTGER4,1
Bipolar Disorder,PTGFR,1
Bipolar Disorder,PTN,1
Bipolar Disorder,PTPN22,1
Bipolar Disorder,PTPN5,1
Bipolar Disorder,PTPRD,2
Bipolar Disorder,PTPRG,1
Bipolar Disorder,PTPRO,1
Bipolar Disorder,Pvalb,1
Bipolar Disorder,PVALB,1
Bipolar Disorder,PXDNL,1
Bipolar Disorder,PYY,1
Bipolar Disorder,QDPR,1
Bipolar Disorder,RAB2A,1
Bipolar Disorder,RAC1,1
Bipolar Disorder,RAP1A,1
Bipolar Disorder,RAPGEF4,1
Bipolar Disorder,RARA,1
Bipolar Disorder,RARB,1
Bipolar Disorder,RARG,1
Bipolar Disorder,RBFOX1,1
Bipolar Disorder,RBFOX2,1
Bipolar Disorder,RBM4,1
Bipolar Disorder,RELN,6
Bipolar Disorder,RFX4,2
Bipolar Disorder,RGS4,6
Bipolar Disorder,RGS5,1
Bipolar Disorder,RHEBL1,1
Bipolar Disorder,RIPK2,1
Bipolar Disorder,RIT2,1
Bipolar Disorder,RNF213,1
Bipolar Disorder,RNPEPL1,1
Bipolar Disorder,RNR1,1
Bipolar Disorder,ROBO2,1
Bipolar Disorder,ROR1,1
Bipolar Disorder,RORA,7
Bipolar Disorder,RORB,2
Bipolar Disorder,RPL23P8,1
Bipolar Disorder,RPS29,1
Bipolar Disorder,RPSAP30,1
Bipolar Disorder,RTN4,1
Bipolar Disorder,RTN4R,1
Bipolar Disorder,RXRA,1
Bipolar Disorder,RXRB,1
Bipolar Disorder,Rxrg,1
Bipolar Disorder,RXRG,2
Bipolar Disorder,RYR3,1
Bipolar Disorder,S100A12,1
Bipolar Disorder,S100B,3
Bipolar Disorder,S1PR1,1
Bipolar Disorder,SAT1,1
Bipolar Disorder,SCD,1
Bipolar Disorder,SCN7A,1
Bipolar Disorder,SCN8A,1
Bipolar Disorder,SCT,1
Bipolar Disorder,SCZD10,1
Bipolar Disorder,SDC2,1
Bipolar Disorder,SDCCAG8,2
Bipolar Disorder,SDK1,1
Bipolar Disorder,SELENBP1,1
Bipolar Disorder,SERPINA1,1
Bipolar Disorder,SERPINA6,1
Bipolar Disorder,SESTD1,2
Bipolar Disorder,SEZ6L,1
Bipolar Disorder,SGCZ,1
Bipolar Disorder,SH3BP5,2
Bipolar Disorder,SH3GL2,1
Bipolar Disorder,SHANK2,1
Bipolar Disorder,SHBG,1
Bipolar Disorder,SHMT1,2
Bipolar Disorder,SHMT2,1
Bipolar Disorder,SIRT1,2
Bipolar Disorder,SLC12A6,1
Bipolar Disorder,SLC17A6,1
Bipolar Disorder,SLC17A7,1
Bipolar Disorder,SLC18A1,6
Bipolar Disorder,SLC18A2,3
Bipolar Disorder,SLC1A1,2
Bipolar Disorder,SLC1A2,6
Bipolar Disorder,SLC1A3,4
Bipolar Disorder,SLC1A4,2
Bipolar Disorder,SLC1A6,1
Bipolar Disorder,SLC1A7,1
Bipolar Disorder,SLC22A6,1
Bipolar Disorder,SLC26A9,1
Bipolar Disorder,SLC2A2,1
Bipolar Disorder,SLC30A8,1
Bipolar Disorder,SLC35F3,1
Bipolar Disorder,SLC38A1,1
Bipolar Disorder,SLC39A3,1
Bipolar Disorder,SLC39A8,1
Bipolar Disorder,SLC6A1,1
Bipolar Disorder,SLC6A11,1
Bipolar Disorder,SLC6A12,1
Bipolar Disorder,SLC6A13,2
Bipolar Disorder,SLC6A2,5
Bipolar Disorder,SLC6A3,20
Bipolar Disorder,SLC6A4,65
Bipolar Disorder,SLC6A5,1
Bipolar Disorder,SLC6A9,1
Bipolar Disorder,SLC7A14,1
Bipolar Disorder,SLCO6A1,1
Bipolar Disorder,SLITRK1,1
Bipolar Disorder,SLITRK2,1
Bipolar Disorder,SLITRK6,1
Bipolar Disorder,SLTM,1
Bipolar Disorder,SMG6,1
Bipolar Disorder,SMN1,1
Bipolar Disorder,SNAP23,1
Bipolar Disorder,SNAP25,4
Bipolar Disorder,SNAP29,2
Bipolar Disorder,SNAP91,2
Bipolar Disorder,SNCA,1
Bipolar Disorder,SNRNP70,1
Bipolar Disorder,SOD1,1
Bipolar Disorder,SOD2,1
Bipolar Disorder,SORCS2,3
Bipolar Disorder,SORCS3,1
Bipolar Disorder,SORL1,1
Bipolar Disorder,SORT1,2
Bipolar Disorder,SOS1,1
Bipolar Disorder,SOX2-OT,1
Bipolar Disorder,SP4,3
Bipolar Disorder,SP8,1
Bipolar Disorder,SPAG16,1
Bipolar Disorder,SPR,1
Bipolar Disorder,SPTLC3,1
Bipolar Disorder,SRD5A1,3
Bipolar Disorder,SRD5A2,1
Bipolar Disorder,SREBF1,1
Bipolar Disorder,SREBF2,1
Bipolar Disorder,SRR,2
Bipolar Disorder,Srsf5,1
Bipolar Disorder,SST,2
Bipolar Disorder,SSTR1,1
Bipolar Disorder,SSTR2,1
Bipolar Disorder,SSTR3,1
Bipolar Disorder,SSTR4,1
Bipolar Disorder,SSTR5,1
Bipolar Disorder,ST3GAL1,3
Bipolar Disorder,ST8SIA2,4
Bipolar Disorder,STAC,1
Bipolar Disorder,STATH,1
Bipolar Disorder,STIM1,1
Bipolar Disorder,STIP1,1
Bipolar Disorder,STK24,1
Bipolar Disorder,SUMO1P1,1
Bipolar Disorder,SYN1,1
Bipolar Disorder,SYN2,2
Bipolar Disorder,SYN3,1
Bipolar Disorder,SYNE1,5
Bipolar Disorder,SYNGR1,2
Bipolar Disorder,SYNJ1,1
Bipolar Disorder,TAAR6,3
Bipolar Disorder,TAC1,1
Bipolar Disorder,TAC3,1
Bipolar Disorder,TACR1,4
Bipolar Disorder,TACR2,1
Bipolar Disorder,TAF3,1
Bipolar Disorder,TAF9BP2,1
Bipolar Disorder,TAOK2,1
Bipolar Disorder,TAP2,1
Bipolar Disorder,TBC1D1,1
Bipolar Disorder,TBL1X,1
Bipolar Disorder,TBX1,2
Bipolar Disorder,TCF4,4
Bipolar Disorder,TCF7L1,1
Bipolar Disorder,TCF7L2,3
Bipolar Disorder,TCTA,1
Bipolar Disorder,TCTEX1D2,1
Bipolar Disorder,TDO2,1
Bipolar Disorder,TDRD9,2
Bipolar Disorder,TFAP2B,1
Bipolar Disorder,TFIP11,2
Bipolar Disorder,TFRC,1
Bipolar Disorder,TGFBR1,1
Bipolar Disorder,TGIF1,1
Bipolar Disorder,TGOLN2,1
Bipolar Disorder,THSD7A,2
Bipolar Disorder,TIMELESS,6
Bipolar Disorder,TIPRL,1
Bipolar Disorder,TLR2,3
Bipolar Disorder,TLR4,3
Bipolar Disorder,TM4SF19,1
Bipolar Disorder,TMCO1,1
Bipolar Disorder,TMEM108,1
Bipolar Disorder,TMEM44,1
Bipolar Disorder,TMEM66,1
Bipolar Disorder,TNF,4
Bipolar Disorder,TNFRSF11B,1
Bipolar Disorder,TNFRSF8,1
Bipolar Disorder,TNFSF10,1
Bipolar Disorder,TNK2,1
Bipolar Disorder,TNKS,1
Bipolar Disorder,TNKS2,1
Bipolar Disorder,TNNI3K,1
Bipolar Disorder,Tnr,1
Bipolar Disorder,TP53,2
Bipolar Disorder,TPH1,13
Bipolar Disorder,TPH2,14
Bipolar Disorder,TRAF3IP1,1
Bipolar Disorder,TRANK1,7
Bipolar Disorder,TRH,2
Bipolar Disorder,TRHR,1
Bipolar Disorder,TRIM9,1
Bipolar Disorder,TRNAP1,1
Bipolar Disorder,TRPA1,1
Bipolar Disorder,TRPC4AP,1
Bipolar Disorder,TRPM2,2
Bipolar Disorder,TSC2,1
Bipolar Disorder,TSNAX,6
Bipolar Disorder,TSPAN8,4
Bipolar Disorder,TSPO,1
Bipolar Disorder,TTN,1
Bipolar Disorder,TUBA1A,1
Bipolar Disorder,TUBA8,1
Bipolar Disorder,UBE3A,1
Bipolar Disorder,UBXN7,1
Bipolar Disorder,UCN,1
Bipolar Disorder,UFD1L,1
Bipolar Disorder,UGT1A4,1
Bipolar Disorder,UHMK1,2
Bipolar Disorder,USH1G,3
Bipolar Disorder,USP46,1
Bipolar Disorder,VAPA,1
Bipolar Disorder,VDR,1
Bipolar Disorder,VEPH1,1
Bipolar Disorder,VEZF1L1,1
Bipolar Disorder,VIP,3
Bipolar Disorder,VIPR1,1
Bipolar Disorder,VIPR2,2
Bipolar Disorder,VRK2,2
Bipolar Disorder,WDFY2,1
Bipolar Disorder,WDR53,1
Bipolar Disorder,WDR60,1
Bipolar Disorder,WFS1,3
Bipolar Disorder,WNT2B,1
Bipolar Disorder,WNT7A,1
Bipolar Disorder,XBP1,11
Bipolar Disorder,XRCC4,1
Bipolar Disorder,XRCC5,1
Bipolar Disorder,YWHAE,2
Bipolar Disorder,YWHAH,2
Bipolar Disorder,ZBTB20,1
Bipolar Disorder,ZDHHC1,1
Bipolar Disorder,ZDHHC19,1
Bipolar Disorder,ZDHHC8,1
Bipolar Disorder,ZEB2,1
Bipolar Disorder,ZFAND6,1
Bipolar Disorder,ZFAT,1
Bipolar Disorder,ZGPAT,1
Bipolar Disorder,ZMYM3,1
Bipolar Disorder,ZNF300,1
Bipolar Disorder,ZNF385D,1
Bipolar Disorder,ZNF536,1
Bipolar Disorder,ZNF804A,26
Coronary Artery Disease,A1cf,1
Coronary Artery Disease,A2M,1
Coronary Artery Disease,ABCA1,43
Coronary Artery Disease,Abca1,1
Coronary Artery Disease,ABCA2,1
Coronary Artery Disease,ABCB1,16
Coronary Artery Disease,ABCC1,1
Coronary Artery Disease,ABCC6,3
Coronary Artery Disease,ABCG1,2
Coronary Artery Disease,ABCG2,7
Coronary Artery Disease,ABCG5,5
Coronary Artery Disease,ABCG8,5
Coronary Artery Disease,ABO,20
Coronary Artery Disease,ACAT1,2
Coronary Artery Disease,ACAT2,4
Coronary Artery Disease,ACE,129
Coronary Artery Disease,ACE2,1
Coronary Artery Disease,ACHE,1
Coronary Artery Disease,ACP1,6
Coronary Artery Disease,ACP6,1
Coronary Artery Disease,ACTA1,1
Coronary Artery Disease,ACTB,1
Coronary Artery Disease,ACVR1,1
Coronary Artery Disease,ACYP2,1
Coronary Artery Disease,ADA,6
Coronary Artery Disease,ADAM17,1
Coronary Artery Disease,ADAM33,2
Coronary Artery Disease,ADAMTS13,3
Coronary Artery Disease,ADAMTS5,1
Coronary Artery Disease,ADAMTS7,13
Coronary Artery Disease,ADAT1,1
Coronary Artery Disease,ADCYAP1R1,1
Coronary Artery Disease,ADD1,4
Coronary Artery Disease,ADH1B,3
Coronary Artery Disease,ADH1C,1
Coronary Artery Disease,ADIPOQ,44
Coronary Artery Disease,ADIPOR1,4
Coronary Artery Disease,ADIPOR2,1
Coronary Artery Disease,ADM,2
Coronary Artery Disease,ADORA1,1
Coronary Artery Disease,ADORA2A,1
Coronary Artery Disease,ADORA3,1
Coronary Artery Disease,ADRA2A,4
Coronary Artery Disease,ADRA2B,2
Coronary Artery Disease,ADRA2C,1
Coronary Artery Disease,ADRB1,12
Coronary Artery Disease,ADRB2,16
Coronary Artery Disease,ADRB3,9
Coronary Artery Disease,AFF1,1
Coronary Artery Disease,AGBL1,1
Coronary Artery Disease,AGER,9
Coronary Artery Disease,AGMAT,1
Coronary Artery Disease,AGPAT1,1
Coronary Artery Disease,AGPAT3,1
Coronary Artery Disease,AGPAT4,1
Coronary Artery Disease,AGT,48
Coronary Artery Disease,AGTR1,45
Coronary Artery Disease,AGTR2,7
Coronary Artery Disease,AGXT2,2
Coronary Artery Disease,AHR,1
Coronary Artery Disease,AHSG,1
Coronary Artery Disease,AKAP13,1
Coronary Artery Disease,AKR1B1,1
Coronary Artery Disease,ALB,1
Coronary Artery Disease,ALDH1B1,1
Coronary Artery Disease,ALDH2,15
Coronary Artery Disease,ALMS1,2
Coronary Artery Disease,ALOX15,5
Coronary Artery Disease,ALOX15B,1
Coronary Artery Disease,ALOX5,5
Coronary Artery Disease,ALOX5AP,8
Coronary Artery Disease,ALPK1,1
Coronary Artery Disease,AMFR,1
Coronary Artery Disease,AMPD1,9
Coronary Artery Disease,AMPD2,1
Coronary Artery Disease,ANGPT1,1
Coronary Artery Disease,ANGPTL3,8
Coronary Artery Disease,ANGPTL4,7
Coronary Artery Disease,ANK3,1
Coronary Artery Disease,ANKS1A,2
Coronary Artery Disease,ANXA7,1
Coronary Artery Disease,AP1G2,1
Coronary Artery Disease,AP2A2,1
Coronary Artery Disease,AP3B1,1
Coronary Artery Disease,AP3D1,1
Coronary Artery Disease,APEX1,1
Coronary Artery Disease,APLN,5
Coronary Artery Disease,APLNR,7
Coronary Artery Disease,APLP2,1
Coronary Artery Disease,APOA1,51
Coronary Artery Disease,APOA2,2
Coronary Artery Disease,APOA4,14
Coronary Artery Disease,APOA5,53
Coronary Artery Disease,APOB,58
Coronary Artery Disease,Apobec1,1
Coronary Artery Disease,APOC1,9
Coronary Artery Disease,APOC2,4
Coronary Artery Disease,APOC3,37
Coronary Artery Disease,APOC4,5
Coronary Artery Disease,Apoe,2
Coronary Artery Disease,APOE,141
Coronary Artery Disease,APOF,1
Coronary Artery Disease,APOH,2
Coronary Artery Disease,APOL1,2
Coronary Artery Disease,APOM,6
Coronary Artery Disease,APPL1,1
Coronary Artery Disease,APPL2,1
Coronary Artery Disease,AQP1,1
Coronary Artery Disease,AQP4,1
Coronary Artery Disease,AQP5,1
Coronary Artery Disease,AR,3
Coronary Artery Disease,ARAP1,1
Coronary Artery Disease,ARG1,1
Coronary Artery Disease,ARHGEF26,1
Coronary Artery Disease,ARID5B,3
Coronary Artery Disease,ARL6IP5,2
Coronary Artery Disease,ARMS2,2
Coronary Artery Disease,ARNT,1
Coronary Artery Disease,ARNTL,1
Coronary Artery Disease,ASGR1,3
Coronary Artery Disease,ATD,1
Coronary Artery Disease,ATG16L2,1
Coronary Artery Disease,ATG4C,1
Coronary Artery Disease,ATG7,1
Coronary Artery Disease,ATHS,1
Coronary Artery Disease,Athsq1,1
Coronary Artery Disease,ATM,6
Coronary Artery Disease,ATP2B1,4
Coronary Artery Disease,ATP4B,1
Coronary Artery Disease,ATP5G1,1
Coronary Artery Disease,ATP8,1
Coronary Artery Disease,ATR,1
Coronary Artery Disease,ATRX,1
Coronary Artery Disease,ATXN2,3
Coronary Artery Disease,B4GALNT3,1
Coronary Artery Disease,B4GALT2,1
Coronary Artery Disease,BAG3,2
Coronary Artery Disease,BAZ1B,1
Coronary Artery Disease,BCAP29,1
Coronary Artery Disease,BCAR1,1
Coronary Artery Disease,BCHE,5
Coronary Artery Disease,BCL11A,1
Coronary Artery Disease,BCL11B,1
Coronary Artery Disease,BCL2,2
Coronary Artery Disease,BCL3,1
Coronary Artery Disease,BCL7B,1
Coronary Artery Disease,BCL9,1
Coronary Artery Disease,BCOR,1
Coronary Artery Disease,BDKRB1,1
Coronary Artery Disease,BDKRB2,1
Coronary Artery Disease,BDNF,5
Coronary Artery Disease,BDNF-AS1,1
Coronary Artery Disease,BHMT,3
Coronary Artery Disease,BLVRA,1
Coronary Artery Disease,BMP1,1
Coronary Artery Disease,BMP6,1
Coronary Artery Disease,BMPR2,1
Coronary Artery Disease,BNC2,1
Coronary Artery Disease,BRAF,1
Coronary Artery Disease,BRAP,5
Coronary Artery Disease,BRCA1,1
Coronary Artery Disease,BRCA2,2
Coronary Artery Disease,BRE,1
Coronary Artery Disease,BTNL2,1
Coronary Artery Disease,BTRC,1
Coronary Artery Disease,BUD13,3
Coronary Artery Disease,BZRAP1,1
Coronary Artery Disease,C11orf10,1
Coronary Artery Disease,C11orf65,1
Coronary Artery Disease,C11orf9,1
Coronary Artery Disease,C12orf35,1
Coronary Artery Disease,C12orf43,2
Coronary Artery Disease,C12orf51,1
Coronary Artery Disease,C1orf106,1
Coronary Artery Disease,C1QTNF9,1
Coronary Artery Disease,C21orf7,1
Coronary Artery Disease,C2CD4A,1
Coronary Artery Disease,C2CD4B,1
Coronary Artery Disease,C3,2
Coronary Artery Disease,C3AR1,1
Coronary Artery Disease,C4A,2
Coronary Artery Disease,C4B,3
Coronary Artery Disease,C5,1
Coronary Artery Disease,C5AR1,1
Coronary Artery Disease,C5orf30,1
Coronary Artery Disease,C6,1
Coronary Artery Disease,C6orf10,1
Coronary Artery Disease,C6orf105,5
Coronary Artery Disease,C9orf3,1
Coronary Artery Disease,C9orf5,1
Coronary Artery Disease,CACNA1C,2
Coronary Artery Disease,CACNA1D,1
Coronary Artery Disease,CACNA1E,1
Coronary Artery Disease,CACNB2,2
Coronary Artery Disease,CAD,11
Coronary Artery Disease,CALD1,1
Coronary Artery Disease,CALM1,3
Coronary Artery Disease,CAMK1D,1
Coronary Artery Disease,CAMTA1,2
Coronary Artery Disease,CAPN10,2
Coronary Artery Disease,CAPN3,1
Coronary Artery Disease,CARD8,3
Coronary Artery Disease,CASP1,2
Coronary Artery Disease,CASP3,1
Coronary Artery Disease,CASP8,1
Coronary Artery Disease,CASQ2,4
Coronary Artery Disease,CASR,3
Coronary Artery Disease,CAT,2
Coronary Artery Disease,CAV1,1
Coronary Artery Disease,CAV3,1
Coronary Artery Disease,CBS,10
Coronary Artery Disease,CBWD1,1
Coronary Artery Disease,CBX5,1
Coronary Artery Disease,CCDC91,1
Coronary Artery Disease,CCDC92,1
Coronary Artery Disease,CCDC97,1
Coronary Artery Disease,CCHCR1,1
Coronary Artery Disease,CCL11,2
Coronary Artery Disease,CCL17,1
Coronary Artery Disease,CCL19,2
Coronary Artery Disease,CCL2,23
Coronary Artery Disease,CCL21,2
Coronary Artery Disease,CCL5,11
Coronary Artery Disease,CCND1,1
Coronary Artery Disease,CCR2,7
Coronary Artery Disease,CCR2,5
Coronary Artery Disease,CCR3,1
Coronary Artery Disease,CCR5,11
Coronary Artery Disease,CCR7,2
Coronary Artery Disease,CD14,22
Coronary Artery Disease,CD36,12
Coronary Artery Disease,CD4,1
Coronary Artery Disease,CD40,4
Coronary Artery Disease,CD53,1
Coronary Artery Disease,CD59,1
Coronary Artery Disease,CD86,1
Coronary Artery Disease,CD93,1
Coronary Artery Disease,CDC123,1
Coronary Artery Disease,CDC42BPA,1
Coronary Artery Disease,CDGAP,1
Coronary Artery Disease,CDH13,3
Coronary Artery Disease,CDK17,1
Coronary Artery Disease,CDK18,1
Coronary Artery Disease,CDKAL1,4
Coronary Artery Disease,CDKN1B,1
Coronary Artery Disease,Cdkn2a,1
Coronary Artery Disease,CDKN2A,30
Coronary Artery Disease,Cdkn2b,1
Coronary Artery Disease,CDKN2B,33
Coronary Artery Disease,CDKN2B-AS1,44
Coronary Artery Disease,CDKN2BAS,1
Coronary Artery Disease,CECR1,1
Coronary Artery Disease,CELSR2,11
Coronary Artery Disease,CERS4,1
Coronary Artery Disease,CETP,76
Coronary Artery Disease,CFDP1,2
Coronary Artery Disease,CFH,6
Coronary Artery Disease,CHD1L,1
Coronary Artery Disease,CHDH,1
Coronary Artery Disease,CHI3L1,1
Coronary Artery Disease,CHIT1,1
Coronary Artery Disease,CHRNA3,1
Coronary Artery Disease,CILP2,2
Coronary Artery Disease,CIMT,2
Coronary Artery Disease,CKM,1
Coronary Artery Disease,CLCNKA,1
Coronary Artery Disease,CLOCK,1
Coronary Artery Disease,CLU,3
Coronary Artery Disease,CMA1,2
Coronary Artery Disease,CMPK1,1
Coronary Artery Disease,CNNM2,5
Coronary Artery Disease,CNR1,2
Coronary Artery Disease,CNTF,1
Coronary Artery Disease,Cog2,1
Coronary Artery Disease,COG2,13
Coronary Artery Disease,COG5,1
Coronary Artery Disease,COG6,1
Coronary Artery Disease,COL3A1,1
Coronary Artery Disease,COL4A1,10
Coronary Artery Disease,COL4A2,8
Coronary Artery Disease,COL5A2,1
Coronary Artery Disease,COMT,3
Coronary Artery Disease,COX1,1
Coronary Artery Disease,COX2,1
Coronary Artery Disease,COX2,1
Coronary Artery Disease,COX8A,7
Coronary Artery Disease,CP,1
Coronary Artery Disease,CPB2,2
Coronary Artery Disease,CPNE4,1
Coronary Artery Disease,CPS1,1
Coronary Artery Disease,CPT1A,1
Coronary Artery Disease,CR1,1
Coronary Artery Disease,CREB1,1
Coronary Artery Disease,CREG1,1
Coronary Artery Disease,CRISPLD1,1
Coronary Artery Disease,CRKL,1
Coronary Artery Disease,CRLF2,1
Coronary Artery Disease,CRP,36
Coronary Artery Disease,CRY2,1
Coronary Artery Disease,CSF1,1
Coronary Artery Disease,CSF2,1
Coronary Artery Disease,CSK,2
Coronary Artery Disease,CSMD2,2
Coronary Artery Disease,CTGF,1
Coronary Artery Disease,CTLA4,2
Coronary Artery Disease,CTNNA2,1
Coronary Artery Disease,CTR9,1
Coronary Artery Disease,CTRL,1
Coronary Artery Disease,CTSH,1
Coronary Artery Disease,CUBN,1
Coronary Artery Disease,CX3CL1,3
Coronary Artery Disease,CX3CR1,15
Coronary Artery Disease,CXCL12,16
Coronary Artery Disease,CXCL16,2
Coronary Artery Disease,CXCR4,3
Coronary Artery Disease,CYBA,35
Coronary Artery Disease,CYP11B1,1
Coronary Artery Disease,CYP11B2,10
Coronary Artery Disease,CYP17A1,9
Coronary Artery Disease,CYP19A1,3
Coronary Artery Disease,CYP1A1,14
Coronary Artery Disease,CYP1A2,4
Coronary Artery Disease,CYP24A1,1
Coronary Artery Disease,CYP27C1,1
Coronary Artery Disease,CYP2B6,3
Coronary Artery Disease,CYP2C19,67
Coronary Artery Disease,CYP2C8,3
Coronary Artery Disease,CYP2C9,8
Coronary Artery Disease,CYP2D6,2
Coronary Artery Disease,CYP2E1,2
Coronary Artery Disease,CYP2J2,8
Coronary Artery Disease,CYP2R1,1
Coronary Artery Disease,CYP3A,1
Coronary Artery Disease,CYP3A4,6
Coronary Artery Disease,CYP3A5,9
Coronary Artery Disease,CYP4A11,4
Coronary Artery Disease,CYP4F2,4
Coronary Artery Disease,CYP4F3,1
Coronary Artery Disease,CYP7A1,5
Coronary Artery Disease,CYSLTR1,1
Coronary Artery Disease,CYSLTR2,1
Coronary Artery Disease,CYTB,1
Coronary Artery Disease,DAB1,1
Coronary Artery Disease,DAB2,1
Coronary Artery Disease,DAB2IP,5
Coronary Artery Disease,DBP,8
Coronary Artery Disease,DCTN5,1
Coronary Artery Disease,DDAH1,1
Coronary Artery Disease,DDAH2,2
Coronary Artery Disease,DDB2,1
Coronary Artery Disease,DDRGK1,1
Coronary Artery Disease,DEGS2,1
Coronary Artery Disease,DHCR7,3
Coronary Artery Disease,DICER1,1
Coronary Artery Disease,DIO1,1
Coronary Artery Disease,DIO2,1
Coronary Artery Disease,DIO3,1
Coronary Artery Disease,DIS3L,1
Coronary Artery Disease,DLG2,1
Coronary Artery Disease,DNAJC4,1
Coronary Artery Disease,DNMT1,1
Coronary Artery Disease,DOCK1,1
Coronary Artery Disease,DOCK7,2
Coronary Artery Disease,DPEP1,1
Coronary Artery Disease,DPP4,2
Coronary Artery Disease,DRAM2,1
Coronary Artery Disease,DRP2,1
Coronary Artery Disease,DUOXA1,1
Coronary Artery Disease,EBF1,3
Coronary Artery Disease,EBI3,2
Coronary Artery Disease,ECE1,3
Coronary Artery Disease,EDEM2,2
Coronary Artery Disease,EDN1,11
Coronary Artery Disease,EDN3,1
Coronary Artery Disease,EDNRA,4
Coronary Artery Disease,EGF,2
Coronary Artery Disease,EGFR,4
Coronary Artery Disease,EGR3,1
Coronary Artery Disease,EIF3L,1
Coronary Artery Disease,EIF4H,1
Coronary Artery Disease,ELF5,1
Coronary Artery Disease,ELN,1
Coronary Artery Disease,ELOVL2,2
Coronary Artery Disease,EMCN,1
Coronary Artery Disease,ENPP1,5
Coronary Artery Disease,ENPP2,1
Coronary Artery Disease,ENPP7,1
Coronary Artery Disease,EPHX2,1
Coronary Artery Disease,ERBB3,1
Coronary Artery Disease,ERCC1,1
Coronary Artery Disease,ERCC2,3
Coronary Artery Disease,ESR1,26
Coronary Artery Disease,ESR2,3
Coronary Artery Disease,ESYT3,1
Coronary Artery Disease,F11,1
Coronary Artery Disease,F12,5
Coronary Artery Disease,F13A1,14
Coronary Artery Disease,F13B,2
Coronary Artery Disease,F2,28
Coronary Artery Disease,F2R,3
Coronary Artery Disease,F3,1
Coronary Artery Disease,F5,29
Coronary Artery Disease,F7,17
Coronary Artery Disease,F8,3
Coronary Artery Disease,FABP2,3
Coronary Artery Disease,FADS1,11
Coronary Artery Disease,FADS2,9
Coronary Artery Disease,FADS3,4
Coronary Artery Disease,FAM150B,1
Coronary Artery Disease,FAM189A2,1
Coronary Artery Disease,FAM5C,1
Coronary Artery Disease,FAS,1
Coronary Artery Disease,FASLG,3
Coronary Artery Disease,FBN1,2
Coronary Artery Disease,FBXW7,1
Coronary Artery Disease,FCER1A,2
Coronary Artery Disease,FCGR2A,5
Coronary Artery Disease,FCGR2C,1
Coronary Artery Disease,FCGR3A,3
Coronary Artery Disease,FCGR3B,3
Coronary Artery Disease,FEN1,1
Coronary Artery Disease,FES,1
Coronary Artery Disease,FGA,2
Coronary Artery Disease,FGB,17
Coronary Artery Disease,FGF2,3
Coronary Artery Disease,FGFR4,5
Coronary Artery Disease,FGG,2
Coronary Artery Disease,FKBP6,1
